Index,ID,Speaker,Phase,TimePhase,Role,Japanese,English,Functions,Aesthetics,User,Vision,Prototyping,CA,ALoK,CSU,GCA,Projective,Regulative,Relational
786,E322,EA,3,3,Engineer,そろそろですか．．．。33分．35分でしたっけ。,"Is it time to go? 33 min, (the time ends at) 35 min, right?",0,0,0,0,1,0,0,0,1,0,1,0
787,E323,EB,3,3,Engineer,財布に見えますね。,It looks like a wallet.,0,1,0,1,1,0,0,0,1,0,1,0
788,E324,EA,3,3,Engineer,はい。,Yes.,0,1,0,0,1,0,0,0,1,0,1,0
789,E325,EB,3,3,Engineer,いいじゃないですか。ロゴも入ったし。,"It's nice, isn't it? It's got the logo on it.",0,1,0,1,1,0,0,0,1,0,1,0
790,E326,EA,3,3,Engineer,そうですね。,"Yes, it is.",0,1,0,0,1,0,0,0,1,0,1,0
791,E327,EC,3,3,Engineer,ロゴがあるのいいですね。,I like having the logo.,0,1,0,1,1,0,0,0,1,0,1,0
792,E328,EA,3,3,Engineer,中が結構、裏地がおしゃれっていう。,"The inside is quite stylish, and the lining is fashionable.",0,1,0,0,1,0,0,0,1,0,1,0
793,E329,EB,3,3,Engineer,いいね、なんか。色合いがなんかとってもいいんじゃない。EAちゃんセンスあるよ。,"I like it. The colors are very nice. EA-chan, you have nice taste.",0,1,0,1,1,0,0,0,1,0,1,1
794,E330,EA,3,3,Engineer,僕ですか。みんなで．．．。,Is it me? We...,0,0,0,0,1,0,0,0,1,0,1,1
795,E331,EB,3,3,Engineer,うん．だって選んだの，これ．．．じゃ，こんな感じですかね。Userさんが気に入って頂けるか．．．。,"Yes, you picked that. So, I guess it's done. I wonder if the user will like it...",0,0,1,1,1,0,0,0,1,0,1,0
797,S2,SB,1,1,ServiceDesigner,もう。,Well..,0,0,1,0,0,0,1,0,0,1,0,0
798,S3,SB,1,1,ServiceDesigner,わかりました。,I understand.,0,0,1,0,0,0,1,0,0,1,0,0
799,S4,SC,1,1,ServiceDesigner,やっちゃい……。,Shall we ......,0,0,1,0,0,0,1,0,0,1,0,0
800,S5,SB,1,1,ServiceDesigner,やっちゃいましょうか。,Shall we do it?,0,0,1,0,0,0,1,0,0,1,0,0
801,S6,SC,1,1,ServiceDesigner,ましょう。,Let's do it.,0,0,1,0,0,0,1,0,0,1,0,0
802,S7,SB,1,1,ServiceDesigner,はい。大丈夫です。,"Yes, I am ready.",0,0,1,0,0,0,1,0,0,1,0,0
803,S8,SC,1,1,ServiceDesigner,〓##User##〓さん、こちらに。あ？どこに座っていただきましょうか。,"User-san, over here. Ah? Where shall we have you sit?",0,0,1,0,0,0,1,0,0,0,0,0
804,S9,User,1,1,ServiceDesigner,ああ、ああ、ああ。どの辺いきましょうか。,"Oh, oh, oh. Which part shall we go?",0,0,1,0,0,0,1,0,0,0,0,0
805,S10,SC,1,1,ServiceDesigner,あのですね、ここに座っていただいて。,"Well, you know, please sit down here.",0,0,1,0,0,0,1,0,0,0,0,0
806,S11,User,1,1,ServiceDesigner,はい。,Yes.,0,0,1,0,0,0,1,0,0,0,0,0
807,S12,SC,1,1,ServiceDesigner,何か、カメラ的に大丈夫ですか。,Well..Is it OK for video recording ?,0,0,1,0,0,0,1,0,0,0,0,0
808,S13,User,1,1,ServiceDesigner,ああ、もう、あの、私はどうでも。,"Oh, I.., well..., so I don't mind it.",0,0,1,0,0,0,1,0,0,0,0,0
809,S14,SA,1,1,ServiceDesigner,あの、紙をもらって、いただいてもいいですか。なくなっちゃった。,"Um, can I get a piece of paper and have it?I used all of them.",0,0,1,0,0,0,1,0,0,0,0,1
810,S15,SC,1,1,ServiceDesigner,ああ、どうぞ。あ、ここにみんなでメモしていただいても。,"Oh, go ahead. Oh, you may all make a note here.",0,0,1,0,0,0,1,0,0,0,0,1
811,S16,SA,1,1,ServiceDesigner,ありがとうございます。はい。,"Thank you very much. Yes, I am interested in the newest version of the product.",0,0,1,0,0,0,1,0,0,0,0,0
812,S17,SC,1,1,ServiceDesigner,はい。,Yes.,0,0,1,0,0,0,1,0,0,0,0,0
813,S18,User,1,1,ServiceDesigner,はい。,Yes.,0,0,1,0,0,0,1,0,0,0,0,0
814,S19,SC,1,1,ServiceDesigner,じゃあ、始めてってよろしいでしょうか。,"Well, may I begin?",0,0,1,0,0,0,1,0,0,0,0,0
815,S20,User,1,1,ServiceDesigner,あ、もう、どうぞどうぞ。,"Oh, Well, please go ahead.",0,0,1,0,0,0,1,0,0,0,0,0
816,S21,SC,1,1,ServiceDesigner,はい。じゃあ、財布に関するインタビューをさしていただきます。よろしくお願いします。,Yes. Then I will give an interview about wallets. Thank you very much for your time.,0,0,1,0,0,0,1,0,0,0,0,0
817,S22,User,1,1,ServiceDesigner,よろしくお願いします。,Nice to see you.,0,0,1,0,0,0,1,0,0,0,0,0
818,S23,SB,1,1,ServiceDesigner,よろしくお願いします。,"Nice to see you, too.",0,0,1,0,0,0,1,0,0,0,0,0
819,S24,SC,1,1,ServiceDesigner,えっと、まず、あの、現在、あの、財布をどういう形で利用しているかっていう、利用シーンからお聞きしたいと思ってまして。あの、できれば、今お使いの財布を目の前に出していただきながら聞きたいなと思っておりますが。,"Well, first of all, I would like to ask you how you are currently using your wallet. If possible, I would like to ask you while holding out the wallet you are currently using in front of you.",0,0,1,0,0,0,1,0,0,0,0,0
820,S25,User,1,1,ServiceDesigner,わかりました。じゃあ、取ってくればいいですか。,"Okay. So, should I just get it?",0,0,1,0,0,0,1,0,0,0,0,0
821,S26,SC,1,1,ServiceDesigner,はい。はい。,Yes. Yes.,0,0,1,0,0,0,1,0,0,0,0,0
822,S27,User,1,1,ServiceDesigner,はい。,Yes.,0,0,1,0,0,0,1,0,0,0,0,0
823,S28,SB,1,1,ServiceDesigner,ああ、すごい。,"Oh, great.",0,1,1,0,0,0,1,0,0,0,0,0
824,S29,SC,1,1,ServiceDesigner,結構小さな感じですね。,It looks pretty small.,0,1,1,0,0,0,1,0,0,0,0,0
825,S30,SA,1,1,ServiceDesigner,この写真とかは。あ、そか。30分のやつだからいらないですね。,"I'm going to take a picture... Oh, I see...it's a 30 minute (protiotyping), so I don't need it.",0,0,1,0,0,0,1,0,0,0,0,0
826,S31,User,1,1,ServiceDesigner,あ、はい。あ、もし撮りたかったらどうぞ。,"Uh, yes. Oh, if you want to take a picture, go ahead.",0,0,1,0,0,0,1,0,0,0,0,0
827,S32,SA,1,1,ServiceDesigner,いえ、いえ、いえ。30分のだから。,"No, no, no. 30 minutes.",0,0,1,0,0,0,1,0,0,0,0,0
828,S33,SC,1,1,ServiceDesigner,はい。ではちょっと、いくつか、あの、聞かせていただきます。,"OK. Now, let me ask you a few, um, questions.",0,0,1,0,0,0,1,0,0,0,0,0
829,S34,User,1,1,ServiceDesigner,はい。,Yeah.,0,0,1,0,0,0,1,0,0,0,0,0
830,S35,SC,1,1,ServiceDesigner,あ、ちょっと、目の前に置いていただいて。えっとまず、利用シーンからお聞きしたいんですけど。1日、まあ、1週間サイクルとかでもいいんですけど、この財布を出して使うときって、例えばどんなときがありますか。,"Oh, let me ask you to put it in front of you. First of all, I would like to ask you about your usage scenarios...for example, when do you take out this wallet and use it for a day, or even a weekly cycle?",0,0,1,0,0,0,1,0,0,0,0,0
831,S36,User,1,1,ServiceDesigner,買い物するとき。,When shopping.,0,0,1,0,0,0,1,0,0,0,0,0
832,S37,SC,1,1,ServiceDesigner,買い物は、例えばどういうところでお買い物されますか。,"What kind of places do you shop, for example?",0,0,1,0,0,0,1,0,0,0,0,0
833,S38,User,1,1,ServiceDesigner,スーパーマーケット。,Supermarkets.,0,0,1,0,0,0,1,0,0,0,0,0
834,S39,SC,1,1,ServiceDesigner,スーパーマーケットのお会計のときってことですかね。,Do you mean at the supermarket checkout?,0,0,1,0,0,0,1,0,0,0,0,0
835,S40,User,1,1,ServiceDesigner,はい。,Yes.,0,0,1,0,0,0,1,0,0,0,0,0
836,S41,SC,1,1,ServiceDesigner,スーパーマーケットはどれぐらいの頻度で行かれますか。,How often do you go to the supermarket?,0,0,1,0,0,0,1,0,0,0,0,0
837,S42,User,1,1,ServiceDesigner,週に……。,Weekly ......,0,0,1,0,0,0,1,0,0,0,0,0
838,S43,SC,1,1,ServiceDesigner,はい。,Yes.,0,0,1,0,0,0,1,0,0,0,0,0
839,S44,User,1,1,ServiceDesigner,2～3回>>。,2 or 3 times.,0,0,1,0,0,0,1,0,0,0,0,0
840,S45,SC,1,1,ServiceDesigner,週2～3回>>。これは週末、平日だと？,2-3 times a week. This is on weekends and weekdays?,0,0,1,0,0,0,1,0,0,0,0,0
841,S46,User,1,1,ServiceDesigner,平日のほうが多いかなあ。,I wonder if it is more common on weekdays.,0,0,1,0,0,0,1,0,0,0,0,0
842,S47,SC,1,1,ServiceDesigner,ああ、はい。お仕事帰りに寄って帰るって感じですかね。,"Oh, yes. I guess it's like stopping by on your way home from work and going home.",0,0,1,0,0,0,1,0,0,0,0,0
843,S48,User,1,1,ServiceDesigner,ああ、そんな感じですか。,"Oh, so that's how it is.",0,0,1,0,0,0,1,0,0,0,0,0
844,S49,SC,1,1,ServiceDesigner,それ以外のお財布を出して使うシーンっていうといかがでしょうか。,How about other situations where you take out your wallet and use it?,0,0,1,0,0,0,1,0,0,0,0,0
845,S50,User,1,1,ServiceDesigner,財布を出すシーン。,The scene where the wallet is taken out.,0,0,1,0,0,0,1,0,0,0,0,0
846,S51,SB,1,1,ServiceDesigner,スーパーマーケット以外ですね。,Except for supermarkets.,0,0,1,0,0,0,1,0,0,0,0,0
847,S52,User,1,1,ServiceDesigner,あ、何か、ネットで買い物をするとき。,"Oh, something, when shopping online.",0,0,1,0,0,0,1,0,0,0,0,0
848,S53,SB,1,1,ServiceDesigner,ああ。,Oh.,0,0,1,0,0,0,1,0,0,0,0,0
849,S54,SC,1,1,ServiceDesigner,それは財布から何を取り出しますか。,What does it take out of the wallet?,0,0,1,0,0,0,1,0,0,0,0,0
850,S55,User,1,1,ServiceDesigner,クレジットカードを取り出します。,Take the credit card.,0,0,1,0,0,0,1,0,0,0,0,0
851,S56,SB,1,1,ServiceDesigner,あ、クレジットカード。登録してなくて毎回>>出すという形ですか。,"Ah, credit cards. You don't register it, and you have to pay it every time?",0,0,1,0,0,0,1,0,0,0,0,0
852,S57,User,1,1,ServiceDesigner,はい。,Yes.,0,0,1,0,0,0,1,0,0,0,0,0
853,S58,SB,1,1,ServiceDesigner,はあ。,Huh.,0,0,1,0,0,0,1,0,0,0,0,0
854,S59,SC,1,1,ServiceDesigner,なるほど。あれですか。クレジットカード情報は保存させたくない派ですか。,I see. Is that it? You don't want your credit card information to be stored?,0,0,1,0,0,0,1,0,0,0,0,0
855,S60,User,1,1,ServiceDesigner,ああ、まあ、何か、保存させてるところもあるんですけど。してないところで買うときに財布出すみたいな。,"Yeah, well, there are some places that make you save something. Like when you buy something where you don't, you take out your wallet.",0,0,1,0,0,0,1,0,0,0,0,0
856,S61,SC,1,1,ServiceDesigner,ああ、そういうことですね。一定確率で出さなきゃいけないってことですね。,"Oh, that's what I mean. It means you have to produce at a certain rate.",0,0,1,0,0,0,1,0,0,0,0,0
857,S62,User,1,1,ServiceDesigner,うん。まあ。,Yeah. Well.,0,0,1,0,0,0,1,0,0,0,0,0
858,S63,SB,1,1,ServiceDesigner,じゃあ頻度はそんなに高くないでしょうか。,Then the frequency would not be so high?,0,0,1,0,0,0,1,0,0,0,0,0
859,S64,User,1,1,ServiceDesigner,そんなに多くないです。,Not that many.,0,0,1,0,0,0,1,0,0,0,0,0
860,S65,SB,1,1,ServiceDesigner,どれぐらいですか。,About houw many times is it?,0,0,1,0,0,0,1,0,0,0,0,0
861,S66,User,1,1,ServiceDesigner,うーん。新しいものを買う。1カ月に2回>>とか3回>>とか。,Hmmm. Buy something new. maybe twice or three times in a month.,0,0,1,0,0,0,1,0,0,0,0,0
862,S67,SB,1,1,ServiceDesigner,うんうん。なるほど。,Mm-hmm. I see.,0,0,1,0,0,0,1,0,0,0,0,0
863,S68,SC,1,1,ServiceDesigner,それ以外、いかがでしょう。,"Other than that, how about.",0,0,1,0,0,0,1,0,0,0,0,0
864,S69,User,1,1,ServiceDesigner,財布を……。,Wallet at ......,0,0,1,0,0,0,1,0,0,0,0,0
865,S70,SC,1,1,ServiceDesigner,財布を出すシーン。あ、ちなみに、いつもどこに入れられてますか。,"The scene where you take out your wallet. Oh, by the way, where is it always put?",0,0,1,0,0,0,1,0,0,0,0,0
866,S71,User,1,1,ServiceDesigner,ハンドバッグの中です。,It is in a handbag.,0,0,1,0,0,0,1,0,0,0,0,0
867,S72,SC,1,1,ServiceDesigner,ハンドバッグ。,Handbags.,0,0,1,0,0,0,1,0,0,0,0,0
868,S73,SB,1,1,ServiceDesigner,先ほどのあの、青い肩から下げる感じの。,"That blue, shoulder-lifting look I mentioned earlier.",0,0,1,0,0,0,1,0,0,0,0,0
869,S74,User,1,1,ServiceDesigner,はい。ショルダーの中に。,Yes. In the shoulder.,0,0,1,0,0,0,1,0,0,0,0,0
870,S75,SB,1,1,ServiceDesigner,あれ、通勤通学のときには、あの、どうやって入ってらっしゃるんですか。,"That, when you commute to and from work, how do you, uh, how do you get in (buses or trains)?",0,0,1,0,0,0,1,0,0,0,0,0
871,S76,User,1,1,ServiceDesigner,どうやって。,How?,0,0,1,0,0,0,1,0,0,0,0,0
872,S77,SB,1,1,ServiceDesigner,Suica、Suicaとか。,"Suica, Suica, and so on.",0,0,1,0,0,0,1,0,0,0,0,0
873,S78,User,1,1,ServiceDesigner,はい。,Yeah.,0,0,1,0,0,0,1,0,0,0,0,0
874,S79,SB,1,1,ServiceDesigner,あの、すいません、改札を通るときには。,"Um, excuse me, when you go through the turnstiles.",0,0,1,0,0,0,1,0,0,0,0,0
875,S80,User,1,1,ServiceDesigner,あ、Suicaです。,"Oh, I use Suica.",0,0,1,0,0,0,1,0,0,0,0,0
876,S81,SC,1,1,ServiceDesigner,うん。,Yeah.,0,0,1,0,0,0,1,0,0,0,0,0
877,S82,SB,1,1,ServiceDesigner,Suica。Suicaはどこに入ってますか。,Suica. How do you have Suica?,0,0,1,0,0,0,1,0,0,0,0,0
878,S83,User,1,1,ServiceDesigner,Suicaはポケットに。今も入ってるけど。,Suica is in my pocket. It's still in there.,0,0,1,0,0,0,1,0,0,0,0,0
879,S84,SB,1,1,ServiceDesigner,財布じゃなくてポケットに入ってる。,"It's in my pocket, not my wallet.",0,0,1,0,0,0,1,0,0,0,0,0
880,S85,User,1,1,ServiceDesigner,はい。,Yes.,0,0,1,0,0,0,1,0,0,0,0,0
881,S86,SB,1,1,ServiceDesigner,はあ、はあ、はあ。なるほど。,"Ha, ha, ha. I see.",0,0,1,0,0,0,1,0,0,0,0,0
882,S87,SC,1,1,ServiceDesigner,そういう意味ではあれなんですかね。スーパーマーケットのときは、決済としては現金ですか。カードですか。,"Is that what it is in that sense? When you are in a supermarket, do you use cash as payment? Is it by card?",0,0,1,0,0,0,1,0,0,0,0,0
883,S88,User,1,1,ServiceDesigner,カードです。,Card.,0,0,1,0,0,0,1,0,0,0,0,0
884,S89,SC,1,1,ServiceDesigner,あ、スーパーマーケットもカードですね。ちなみに現金、入れられてますか。,"Oh, supermarkets are also carded. By the way, do you carry cash?",0,0,1,0,0,0,1,0,0,0,0,0
885,S90,User,1,1,ServiceDesigner,ちょっと入ってます。,It's a little bit in there.,0,0,1,0,0,0,1,0,0,0,0,0
886,S91,SC,1,1,ServiceDesigner,じゃあほんとに、えっと、現金しか使えないところで使うためのもの。,"Then it's really, um, for use in places where only cash is accepted.",0,0,1,0,0,0,1,0,0,0,0,0
887,S92,User,1,1,ServiceDesigner,そんな感じですね。,That's how I feel.,0,0,1,0,0,0,1,0,0,0,0,0
888,S93,SC,1,1,ServiceDesigner,うーん。,Hmmm.,0,0,1,0,0,0,1,0,0,0,0,0
889,S94,SB,1,1,ServiceDesigner,現金を使うシーンって、最近1カ月ぐらいでありました？,Have you had a cash scene in the last month or so?,0,0,1,0,0,0,1,0,0,0,0,0
890,S95,User,1,1,ServiceDesigner,ありました。,There were.,0,0,1,0,0,0,1,0,0,0,0,0
891,S96,SB,1,1,ServiceDesigner,どういうときでしたか。,What was the occasion?,0,0,1,0,0,0,1,0,0,0,0,0
892,S97,User,1,1,ServiceDesigner,割り勘。,Split the bill.,0,0,1,0,0,0,1,0,0,0,0,0
893,S98,SC,1,1,ServiceDesigner,割り勘。,Split the bill.,0,0,1,0,0,0,1,0,0,0,0,0
894,S99,SB,1,1,ServiceDesigner,あ、飲み会の割り勘。飲み会。,"Ah, Split the bill in the party. Drinking.",0,0,1,0,0,0,1,0,0,0,0,0
895,S100,User,1,1,ServiceDesigner,飲み会です。とか、あの、何かちょっと、イベントのときにまとめて買ってきたとか。,"It's a drinking party. Or, um, something a little bit, you know, bought in bulk at an event.",0,0,1,0,0,0,1,0,0,0,0,0
896,S101,SB,1,1,ServiceDesigner,うん。ああ。,Yeah. Yeah.,0,0,1,0,0,0,1,0,0,0,0,0
897,S102,SC,1,1,ServiceDesigner,じゃあ、それこそ頻度は相当少ない感じですか。,So it seems like that is something that is quite infrequent?,0,0,1,0,0,0,1,0,0,0,0,0
898,S103,User,1,1,ServiceDesigner,そうですね。,"Yes, it is.",0,0,1,0,0,0,1,0,0,0,0,0
899,S104,SC,1,1,ServiceDesigner,月1～2ないイメージですか。,Do you imagine that there is no more than one or two per month?,0,0,1,0,0,0,1,0,0,0,0,0
900,S105,User,1,1,ServiceDesigner,ない。今は特にないイメージですね。,None. I don't have a particular image right now.,0,0,1,0,0,0,1,0,0,0,0,0
901,S106,SC,1,1,ServiceDesigner,そうですね。ほんとに、じゃあ、使われない感じですね。,"Yes, it is. Really, then, it's like it's not being used.",0,0,1,0,0,0,1,0,0,0,0,0
902,S107,User,1,1,ServiceDesigner,あ、あとコピーするとき現金です。,"Oh, and cash for copying.",0,0,1,0,0,0,1,0,0,0,0,0
903,S108,SB,1,1,ServiceDesigner,ああ。,Oh.,0,0,1,0,0,0,1,0,0,0,0,0
904,S109,SC,1,1,ServiceDesigner,ああ。コピーをするっていうのは大学の中で、何か。,"Oh. Making copies is something in college, you know.",0,0,1,0,0,0,1,0,0,0,0,0
905,S110,User,1,1,ServiceDesigner,いえいえ。あの、コンビニで印刷したりとか、そういう。,"No, no. Um, printing at a convenience store or something like that.",0,0,1,0,0,0,1,0,0,0,0,0
906,S111,SB,1,1,ServiceDesigner,個人的な用事でっていうことですか。,You mean for personal business?,0,0,1,0,0,0,1,0,0,0,0,0
907,S112,User,1,1,ServiceDesigner,えっと。いや、あの、仕事で。えっと、うちにプリンター置いてないので。,"Um. No, um, it's for work. Well, I don't have a printer at home.",0,0,1,0,0,0,1,0,0,0,0,0
908,S113,SB,1,1,ServiceDesigner,ああ。,Oh.,0,0,1,0,0,0,1,0,0,0,0,0
909,S114,User,1,1,ServiceDesigner,あの、印刷したいときにコンビニ行ったりします。,"Um, I go to convenience stores when I want to print.",0,0,1,0,0,0,1,0,0,0,0,0
910,S115,SC,1,1,ServiceDesigner,なるほど。じゃあ、その頻度は結構まめにって感じですかね。,"I see. Then, I guess the frequency should be quite frequent.",0,0,1,0,0,0,1,0,0,0,0,0
911,S116,User,1,1,ServiceDesigner,うーん。でも2週間に1回>>ぐらい。,Hmmm. But about once every two weeks.,0,0,1,0,0,0,1,0,0,0,0,0
912,S117,SC,1,1,ServiceDesigner,2週間に1回>>ぐらい。,About once every two weeks.,0,0,1,0,0,0,1,0,0,0,0,0
913,S118,SB,1,1,ServiceDesigner,うーん。,Hmmm.,0,0,1,0,0,0,1,0,0,0,0,0
914,S119,SC,1,1,ServiceDesigner,多少、小銭がほしいときがあるってことですよね。,It means that sometimes you need some coins.,0,0,1,0,0,0,1,0,0,0,0,0
915,S120,User,1,1,ServiceDesigner,そうですね。,"Yes, it is.",0,0,1,0,0,0,1,0,0,0,0,0
916,S121,SB,1,1,ServiceDesigner,ちなみにスマホのPayPayみたいな、ああいうキャッシュレス手段とか使われてますか。,"By the way, do you use such cashless means like PayPay on your smartphone?",0,0,1,0,0,0,1,0,0,0,0,0
917,S122,User,1,1,ServiceDesigner,使ってます。,I use it.,0,0,1,0,0,0,1,0,0,0,0,0
918,S123,SB,1,1,ServiceDesigner,ほう。スーパーではクレジットカードなんだけれども、PayPayみたいな手段っていうのはどういうときに使うんですか。,"Well. You use a credit card at the supermarket, but when do you use a method like PayPay?",0,0,1,0,0,0,1,0,0,0,0,0
919,S124,User,1,1,ServiceDesigner,割り勘。,Split the bill.,0,0,1,0,0,0,1,0,0,0,0,0
920,S125,SB,1,1,ServiceDesigner,割り勘、先ほど現金って。そしたら、両方があるんですね。,"Split the bill., you said cash earlier. Then you have both.",0,0,1,0,0,0,1,0,0,0,0,0
921,S126,User,1,1,ServiceDesigner,そうですね。,"Yes, it is.",0,0,1,0,0,0,1,0,0,0,0,0
922,S127,SB,1,1,ServiceDesigner,おもしろい。うん。PayPay。,Interesting. PayPay.,0,0,1,0,0,0,1,0,0,0,0,0
923,S128,SC,1,1,ServiceDesigner,そっか。じゃあ、「PayPayで集めるよ」って言われたときに対応できるようにみたいな。,"I see. Then you prepare (cashless way) to respond when someone says, ""I'll collect with PayPay.""",0,0,1,0,0,0,1,0,0,0,0,0
924,S129,User,1,1,ServiceDesigner,あの、あの。,"Um, I …",0,0,1,0,0,0,1,0,0,0,0,0
925,S130,SC,1,1,ServiceDesigner,消極的利用？,Passive use?,0,0,1,0,0,0,1,0,0,0,0,0
926,S131,User,1,1,ServiceDesigner,いや、あの、むしろ、えっと、割り勘をPayPayで送りたい派なんですけど。,"No, I'm of the school that would rather send the, uh, split via PayPay.",0,0,1,0,0,0,1,0,0,0,0,0
927,S132,SC,1,1,ServiceDesigner,ああ。,Oh.,0,0,1,0,0,0,1,0,0,0,0,0
928,S133,SB,1,1,ServiceDesigner,ああ。,Oh.,0,0,1,0,0,0,1,0,0,0,0,0
929,S134,User,1,1,ServiceDesigner,相手が使ってないと、現金じゃないと。,"If they don't use it, it has to be cash.",0,0,1,0,0,0,1,0,0,0,0,0
930,S135,SB,1,1,ServiceDesigner,ああ。,Oh.,0,0,1,0,0,0,1,0,0,0,0,0
931,S136,SC,1,1,ServiceDesigner,はい、はい、はい。,"Yes, yes, yes.",0,0,1,0,0,0,1,0,0,0,0,0
932,S137,SB,1,1,ServiceDesigner,極力現金は減らしたい派なんですね。,So you are of the school that wants to reduce cash as much as possible.,0,0,1,0,0,0,1,0,0,0,0,0
933,S138,User,1,1,ServiceDesigner,減らし、うん。あんまり使わないですね。,"Reduce..., yes. I don't use cssh much.",0,0,1,0,0,0,1,0,0,0,0,0
934,S139,SC,1,1,ServiceDesigner,なるほど、なるほどですね。,"I see, I see.",0,0,1,0,0,0,1,0,0,0,0,0
935,S140,SB,1,1,ServiceDesigner,うん。,Yeah.,0,0,1,0,0,0,1,0,0,0,0,0
937,S142,SC,1,1,ServiceDesigner,はい、じゃあ、次の質問にいきましょうか。あ、ちなみに、今の財布のわずらわしさとかあればお願いします。,"Okay, well, let's move on to the next question. Oh, by the way, please tell us if you have any current wallet hassles.",1,1,1,0,0,0,1,0,0,1,0,0
938,S143,User,1,1,ServiceDesigner,わずらわしさ。,Hassle.,1,1,1,0,0,0,1,0,0,0,0,0
939,S144,SC,1,1,ServiceDesigner,えっと、使いづらいなとか、大きいな、重いな、みたいな。,"Let's see, it's hard to use, it's big, it's heavy, and so on.",1,1,1,0,0,0,1,0,0,0,0,0
940,S145,SB,1,1,ServiceDesigner,あの、ちなみにこう、広げても大丈夫だったら広げていただいて。,"By the way, if it is okay to spread it out like this, please open it.",1,1,1,0,0,0,1,0,0,0,0,0
941,S146,User,1,1,ServiceDesigner,ああ、はい。いいですよ。,"Oh, yes. All right.",1,1,1,0,0,0,1,0,0,0,0,0
942,S147,SB,1,1,ServiceDesigner,何を入れてらっしゃるか。,What are you putting in it?,1,0,1,0,0,0,1,0,0,0,0,0
943,S148,User,1,1,ServiceDesigner,カード。あと免許証。,Card. And a driver's license.,1,0,1,0,0,0,1,0,0,0,0,0
944,S149,SB,1,1,ServiceDesigner,免許証。保険証。,Driver's license. Insurance card.,1,0,1,0,0,0,1,0,0,0,0,0
945,S150,User,1,1,ServiceDesigner,はい。,Yes.,1,0,1,0,0,0,1,0,0,0,0,0
946,S151,SB,1,1,ServiceDesigner,大事なものは基本的にここに全部そろってる感じですか。,So basically everything important is here?,0,0,1,0,0,0,1,0,0,0,0,0
947,S152,User,1,1,ServiceDesigner,大事なもの。,Important.,0,0,1,0,0,0,1,0,0,0,0,0
948,S153,SB,1,1,ServiceDesigner,大事。あの、じゃあ、具体的に言うと、身分証明書は全部ここ。,"Important. Um, well, to be more specific, here are all the IDs.",0,0,1,0,0,0,1,0,0,0,0,0
949,S154,User,1,1,ServiceDesigner,そうですね。よく使う身分証明書とかは。,"Yes, I do. For commonly used identification cards and so on.",0,0,1,0,0,0,1,0,0,0,0,0
950,S155,SB,1,1,ServiceDesigner,あと、病院の診察カードとかってあると思いますし。,"Also, I think there are things like hospital cards.",0,0,1,0,0,0,1,0,0,0,0,0
951,S156,User,1,1,ServiceDesigner,そうですね。,"Yes, it is.",0,0,1,0,0,0,1,0,0,0,0,0
952,S157,SB,1,1,ServiceDesigner,あと、ポイントカード入れてるか。どうです？,"Also, do you have a loyalty card in it? What do you think?",0,0,1,0,0,0,1,0,0,0,0,0
953,S158,User,1,1,ServiceDesigner,えっと、よく使うものは入れてます。,"Well, I put in the ones I use most often.",0,0,1,0,0,0,1,0,0,0,0,0
954,S159,SB,1,1,ServiceDesigner,ああ。よく使うものだけ。,Oh. Just the ones I use often.,0,0,1,0,0,0,1,0,0,0,0,0
955,S160,User,1,1,ServiceDesigner,はい。,Yes.,0,0,1,0,0,0,1,0,0,0,0,0
956,S161,SB,1,1,ServiceDesigner,ですね。うん。なるほど、なるほど。,"Yes. Yes, I see. I see. I see.",0,0,1,0,0,0,1,0,0,0,0,0
957,S162,SC,1,1,ServiceDesigner,基本的にカード系で、えっと、定期的に使うものは全てまとめて持っておきたい？,"Basically, do you want to keep all of your card-based, uh, regular use items together?",0,0,1,0,0,0,1,0,0,0,0,0
958,S163,User,1,1,ServiceDesigner,そうですね。,"Yes, it is.",0,0,1,0,0,0,1,0,0,0,0,0
959,S164,SB,1,1,ServiceDesigner,うん。,Yeah.,0,0,1,0,0,0,1,0,0,0,0,0
960,S165,SC,1,1,ServiceDesigner,それ以外、カード入れとか持っていないってことですよね。カード系は……。,"Other than that, you mean you don't have a card holder or anything else. The cards are at ......",0,0,1,0,0,0,1,0,0,0,0,0
961,S166,User,1,1,ServiceDesigner,あります。カード入れ、あります。,I have. I have a card holder.,0,0,1,0,0,0,1,0,0,0,0,0
962,S167,SB,1,1,ServiceDesigner,あ、カード入れがあるんですね。,"Oh, you have a card holder.",0,0,1,0,0,0,1,0,0,0,0,0
963,S168,SC,1,1,ServiceDesigner,それはあれですか。えっと、Suicaを入れるとかそういうことですか。,"Is that... Well, is it something like keeping Suica?",0,0,1,0,0,0,1,0,0,0,0,0
964,S169,User,1,1,ServiceDesigner,あ、いえいえ。えっと、あれ。,"Oh, no, no. Um, that.",0,0,1,0,0,0,1,0,0,0,0,0
965,S170,SB,1,1,ServiceDesigner,Suicaはポケット。,Suica is in a pocket.,0,0,1,0,0,0,1,0,0,0,0,0
966,S171,User,1,1,ServiceDesigner,SuicaはSuica用の、何か、ちっちゃいの。ピッてやるカードです。カード入れですね。,Suica is in something for Suica….It's a card that you just touch. It's a card holder for Suica.,0,0,1,0,0,0,1,0,0,0,0,0
967,S172,SB,1,1,ServiceDesigner,うん。はい。,Yes. Yes.,0,0,1,0,0,0,1,0,0,0,0,0
